date_bin,TEMP,HUM,CO2,PM1,PM2.5,PM5,PM10,HCHO,VOC,NO2,NOISE,DOOR 1,WINDOW 1,WINDOW 2,VENT. TYPE,VENT. TIME,EXT. TEMP,EXT. HUM,EXT. PM2.5,EXT. PM10,EXT. NO2,EXT. CO
2024-07-21 19:50:00,"25,4","44,4",773,"2,13","2,45","2,62","2,7",0,767,"10,2",24,0,0,0,no ventilation,5,"24,3",74,8,36,9,"0,3"
2024-07-21 19:55:00,"25,3","45,3",743,"2,3","2,48","2,52","2,54",0,781,31,24,0,0,0,no ventilation,10,"24,3",74,8,36,9,"0,3"
2024-07-21 20:00:00,"25,3","45,4",723,"2,6","2,86","2,96","3,01",0,757,"19,8",19,0,0,0,no ventilation,15,"24,3",73,8,28,8,"0,2"
2024-07-21 20:05:00,"25,4","47,4",683,"2,28","2,53","2,63","2,68",0,738,"26,1",26,0,0,0,no ventilation,20,"24,3",73,8,28,8,"0,2"
2024-07-21 20:10:00,"25,5","48,6",663,"2,24","2,53","2,66","2,72",0,705,"20,1",22,0,0,0,no ventilation,25,"24,3",73,8,28,8,"0,2"
2024-07-21 20:15:00,"25,4","47,7",655,"2,28","2,57","2,71","2,78",0,674,"4,9",23,0,0,0,no ventilation,30,"24,3",73,8,28,8,"0,2"
2024-07-21 20:20:00,"25,5","47,5",646,"2,21","2,46","2,58","2,63",0,650,"4,8",24,0,0,0,no ventilation,35,"24,3",73,8,28,8,"0,2"
2024-07-21 20:25:00,"25,4","47,1",631,"2,22","2,47","2,58","2,64",0,630,"1,9",21,0,0,0,no ventilation,40,"24,3",73,8,28,8,"0,2"
2024-07-21 20:30:00,"25,3","46,4",614,"2,3","2,55","2,64","2,69",0,615,"3,3",25,0,0,0,no ventilation,45,"24,1",73,8,28,8,"0,2"
2024-07-21 20:35:00,"25,3","46,2",617,"2,06","2,26","2,34","2,37",0,603,"1,1",22,0,0,0,no ventilation,50,"24,1",73,8,28,8,"0,2"
2024-07-21 21:00:00,"25,4","45,9",711,"1,91","2,04","2,07","2,08",0,616,27,21,0,0,0,no ventilation,55,"24,3",71,7,20,9,"0,1"
2024-07-21 21:05:00,"26,3","43,4",688,"1,95","2,06","2,06","2,06",0,649,"25,8",23,1,1,1,crossed,5,"24,3",71,7,20,9,"0,1"
2024-07-22 13:15:00,"28,7","50,9",594,"2,38","2,51","2,51","2,51",0,1150,94,36,1,1,1,crossed,10,31,37,7,27,13,"0,2"
2024-07-22 13:20:00,"29,6","48,1",480,"1,97","2,09","2,09","2,09",0,1135,"111,9",33,1,1,1,crossed,15,31,37,7,27,13,"0,2"
2024-07-22 13:25:00,"30,2","46,7",419,"1,86","1,97","1,97","1,97",0,1017,"99,2",30,0,1,1,2 windows,5,31,37,7,27,13,"0,2"
2024-07-22 13:30:00,"30,4","46,1",427,"1,81","1,91","1,91","1,91",0,940,"84,4",31,0,1,1,2 windows,10,"30,3",38,7,27,13,"0,2"
2024-07-22 13:35:00,"30,6",46,441,"1,77","1,88","1,88","1,88",0,879,70,29,0,1,1,2 windows,15,"30,3",38,7,27,13,"0,2"
2024-07-22 13:40:00,"30,8","45,3",422,"1,57","1,66","1,66","1,66",0,835,"60,4",33,0,1,1,2 windows,20,"30,3",38,7,27,13,"0,2"
2024-07-22 13:45:00,31,"44,4",423,"1,73","1,83","1,83","1,83",0,793,"52,5",24,0,1,1,2 windows,25,"30,3",38,7,27,13,"0,2"
2024-07-22 13:50:00,31,"43,7",401,"1,78","1,88","1,88","1,88",0,745,"43,8",24,0,1,1,2 windows,30,"30,3",38,7,27,13,"0,2"
2024-07-22 13:55:00,"31,1","43,5",395,"1,85","1,95","1,95","1,95",0,718,"45,3",27,0,1,1,2 windows,35,"30,3",38,7,27,13,"0,2"
2024-07-22 14:00:00,"31,2","43,3",395,"1,68","1,77","1,77","1,77",0,701,43,26,0,1,1,2 windows,40,"30,5",39,6,20,9,"0,2"
2024-07-22 14:05:00,"31,2","42,7",391,"1,53","1,62","1,62","1,62",0,680,"43,2",26,0,1,1,2 windows,45,"30,5",39,6,20,9,"0,2"
2024-07-22 14:10:00,"31,3","41,8",380,"1,74","1,84","1,84","1,84",0,654,"38,3",31,0,0,1,1 window,5,"30,5",39,6,20,9,"0,2"
2024-07-22 14:15:00,"31,4","42,7",372,"1,47","1,56","1,56","1,56",0,653,43,25,0,0,1,1 window,10,"30,5",39,6,20,9,"0,2"
2024-07-22 14:20:00,"31,4","43,3",379,"1,56","1,65","1,65","1,65",0,666,"48,8",25,0,0,1,1 window,15,"30,5",39,6,20,9,"0,2"
2024-07-22 14:25:00,"31,4","43,4",384,"1,49","1,58","1,58","1,58",0,678,"47,7",22,0,0,1,1 window,20,"30,5",39,6,20,9,"0,2"
2024-07-22 14:30:00,"31,4","43,7",383,"1,7","1,8","1,8","1,8",0,693,"44,6",23,0,0,1,1 window,25,"30,3",38,6,20,9,"0,2"
2024-07-22 14:35:00,"31,4","43,9",388,"1,64","1,73","1,73","1,73",0,704,"46,1",24,0,0,1,1 window,30,"30,3",38,6,20,9,"0,2"
2024-07-22 14:40:00,"31,4","43,9",387,"1,55","1,63","1,63","1,63",0,710,"43,7",24,0,0,1,1 window,35,"30,3",38,6,20,9,"0,2"
2024-07-22 14:45:00,"31,4",44,388,"1,43","1,51","1,51","1,51",0,717,45,24,0,0,1,1 window,40,"30,3",38,6,20,9,"0,2"
2024-07-22 14:50:00,"31,4","44,4",386,"1,43","1,51","1,51","1,51",0,722,"48,9",25,0,0,1,1 window,45,"30,3",38,6,20,9,"0,2"
2024-07-22 14:55:00,"31,5","44,4",384,"1,57","1,66","1,66","1,66",0,726,"47,8",24,0,0,1,1 window,50,"30,3",38,6,20,9,"0,2"
2024-07-22 15:00:00,"31,5","44,8",381,"1,39","1,47","1,47","1,47",0,735,46,25,0,0,1,1 window,55,"29,8",38,6,21,9,"0,2"
2024-07-22 15:05:00,"31,5","44,9",379,"1,52","1,61","1,61","1,61",0,736,"49,8",27,0,0,1,1 window,60,"29,8",38,6,21,9,"0,2"
2024-07-22 15:10:00,"31,5","44,9",375,"1,58","1,68","1,68","1,68",0,740,"46,2",26,0,0,1,1 window,65,"29,8",38,6,21,9,"0,2"
2024-07-22 15:15:00,"31,5",45,376,"1,52","1,61","1,61","1,61",0,741,"43,6",25,0,0,1,1 window,70,"29,8",38,6,21,9,"0,2"
2024-07-22 15:20:00,"31,5","45,1",378,"1,72","1,82","1,82","1,82",0,742,"46,8",24,0,0,1,1 window,75,"29,8",38,6,21,9,"0,2"
2024-07-22 15:25:00,"31,5","45,4",372,"1,48","1,56","1,56","1,56",0,745,"42,9",26,0,0,1,1 window,80,"29,8",38,6,21,9,"0,2"
2024-07-22 15:30:00,"31,5","45,1",372,"1,69","1,79","1,79","1,79",0,744,"44,8",24,0,0,1,1 window,85,"29,8",38,6,21,9,"0,2"
2024-07-22 15:35:00,"31,5","44,9",368,"1,45","1,53","1,53","1,53",0,743,"44,9",24,0,0,1,1 window,90,"29,8",38,6,21,9,"0,2"
2024-07-22 15:40:00,"31,5","45,3",365,"1,5","1,59","1,59","1,59",0,743,"44,5",28,0,0,1,1 window,95,"29,8",38,6,21,9,"0,2"
2024-07-22 15:45:00,"31,5","45,1",366,"1,45","1,54","1,54","1,54",0,739,"45,4",25,0,0,1,1 window,100,"29,8",38,6,21,9,"0,2"
2024-07-22 15:50:00,"31,5",45,364,"1,45","1,53","1,53","1,53",0,739,"44,7",24,0,0,1,1 window,105,"29,8",38,6,21,9,"0,2"
2024-07-22 15:55:00,"31,5","45,1",371,"1,43","1,51","1,51","1,51",0,741,"43,1",24,0,0,1,1 window,110,"29,8",38,6,21,9,"0,2"
2024-07-22 16:00:00,"31,5","45,1",371,"1,47","1,56","1,56","1,56",0,742,"45,3",24,0,0,1,1 window,115,"29,9",37,6,25,7,"0,2"
2024-07-22 16:05:00,"31,5","45,3",367,"1,52","1,61","1,61","1,61",0,743,"41,8",22,0,0,1,1 window,120,"29,9",37,6,25,7,"0,2"
2024-07-22 16:10:00,"31,5","44,8",359,"1,49","1,58","1,58","1,58",0,742,"43,1",21,0,0,1,1 window,125,"29,9",37,6,25,7,"0,2"
2024-07-22 16:15:00,"31,5","44,9",359,"1,48","1,57","1,57","1,57",0,742,"39,8",25,0,0,1,1 window,130,"29,9",37,6,25,7,"0,2"
2024-07-22 16:20:00,"31,5",45,361,"1,38","1,46","1,46","1,46",0,742,42,25,0,0,1,1 window,135,"29,9",37,6,25,7,"0,2"
2024-07-22 16:25:00,"31,6","44,9",360,"1,46","1,54","1,54","1,54",0,741,40,24,0,0,1,1 window,140,"29,9",37,6,25,7,"0,2"
2024-07-22 16:30:00,"31,6","44,8",359,"1,32","1,39","1,39","1,39",0,740,43,25,0,0,1,1 window,145,"29,3",37,6,25,7,"0,2"
2024-07-22 16:35:00,"31,6","44,9",364,"1,33","1,41","1,41","1,41",0,740,"44,8",24,0,0,1,1 window,150,"29,3",37,6,25,7,"0,2"
2024-07-22 16:40:00,"31,6","44,9",365,"1,33","1,41","1,41","1,41",0,738,"42,2",28,0,0,1,1 window,155,"29,3",37,6,25,7,"0,2"
2024-07-22 16:45:00,"31,6","44,8",369,"1,46","1,54","1,54","1,54",0,740,"42,3",24,0,0,1,1 window,160,"29,3",37,6,25,7,"0,2"
2024-07-22 16:50:00,"31,6","45,1",370,"1,16","1,23","1,23","1,23",0,742,"43,9",25,0,0,1,1 window,165,"29,3",37,6,25,7,"0,2"
2024-07-22 16:55:00,"31,6","44,8",362,"1,53","1,61","1,61","1,61",0,744,"44,4",26,0,0,1,1 window,170,"29,3",37,6,25,7,"0,2"
2024-07-22 17:00:00,"31,6","44,8",356,"1,32","1,4","1,4","1,4",0,744,"42,6",26,0,0,1,1 window,175,"28,5",38,6,21,7,"0,2"
2024-07-22 17:05:00,"31,6","44,9",360,"1,47","1,56","1,56","1,56",0,746,"42,7",24,0,0,1,1 window,180,"28,5",38,6,21,7,"0,2"
2024-07-22 17:10:00,"31,6","44,6",362,"1,35","1,42","1,42","1,42",0,743,"41,8",27,0,0,1,1 window,185,"28,5",38,6,21,7,"0,2"
2024-07-22 17:15:00,"31,6","44,8",364,"1,48","1,57","1,57","1,57",0,742,"45,5",26,0,0,1,1 window,190,"28,5",38,6,21,7,"0,2"
2024-07-22 17:20:00,"31,6","44,8",355,"1,36","1,44","1,44","1,44",0,740,"41,3",27,0,0,1,1 window,195,"28,5",38,6,21,7,"0,2"
2024-07-22 17:25:00,"31,6","44,9",354,"1,3","1,37","1,37","1,37",0,741,"42,9",25,0,0,1,1 window,200,"28,5",38,6,21,7,"0,2"
2024-07-22 17:30:00,"31,6","44,8",358,"1,25","1,32","1,32","1,32",0,742,"44,7",25,0,0,1,1 window,205,"27,7",40,6,21,7,"0,2"
2024-07-22 17:35:00,"31,6","44,8",358,"1,21","1,28","1,28","1,28",0,743,"40,7",25,0,0,1,1 window,210,"27,7",40,6,21,7,"0,2"
2024-07-22 17:40:00,"31,6","44,8",355,"1,35","1,43","1,43","1,43",0,744,"43,2",26,0,0,1,1 window,215,"27,7",40,6,21,7,"0,2"
2024-07-22 17:45:00,"31,6","44,8",354,"1,34","1,41","1,41","1,41",0,742,"40,9",25,0,0,1,1 window,220,"27,7",40,6,21,7,"0,2"
2024-07-22 17:50:00,"31,6","44,5",353,"1,36","1,43","1,43","1,43",0,741,"43,2",24,0,0,1,1 window,225,"27,7",40,6,21,7,"0,2"
2024-07-22 17:55:00,"31,6","44,5",356,"1,33","1,41","1,41","1,41",0,734,"40,2",26,0,0,1,1 window,230,"27,7",40,6,21,7,"0,2"
2024-07-22 18:00:00,"31,6","44,4",354,"1,48","1,57","1,57","1,57",0,733,"41,1",25,0,0,1,1 window,235,"26,8",45,5,18,8,"0,2"
2024-07-22 18:05:00,"31,6","44,2",356,"1,48","1,56","1,56","1,56",0,732,"38,2",24,0,0,1,1 window,240,"26,8",45,5,18,8,"0,2"
2024-07-22 18:10:00,"31,6",44,357,"1,43","1,51","1,51","1,51",0,728,"39,1",25,0,0,1,1 window,245,"26,8",45,5,18,8,"0,2"
2024-07-22 18:15:00,"31,6","44,2",357,"1,35","1,43","1,43","1,43",0,727,"41,4",24,0,0,1,1 window,250,"26,8",45,5,18,8,"0,2"
2024-07-22 18:20:00,"31,7",44,356,"1,31","1,39","1,39","1,39",0,727,"41,3",23,0,0,1,1 window,255,"26,8",45,5,18,8,"0,2"
2024-07-22 18:25:00,"31,7","43,9",356,"1,37","1,45","1,45","1,45",0,725,"41,2",23,0,0,1,1 window,260,"26,8",45,5,18,8,"0,2"
2024-07-22 18:30:00,"31,7","44,3",356,"1,14","1,21","1,21","1,21",0,729,44,22,0,0,1,1 window,265,"26,2",52,5,18,8,"0,2"
2024-07-22 18:35:00,"31,7","43,9",342,"1,27","1,34","1,34","1,34",0,730,"41,2",25,0,0,1,1 window,270,"26,2",52,5,18,8,"0,2"
2024-07-22 18:40:00,"31,7",44,344,"1,27","1,35","1,35","1,35",0,734,"41,9",23,0,0,1,1 window,275,"26,2",52,5,18,8,"0,2"
2024-07-22 18:45:00,"31,7","43,9",348,"1,31","1,39","1,39","1,39",0,740,"41,4",26,0,0,1,1 window,280,"26,2",52,5,18,8,"0,2"
2024-07-22 18:50:00,"31,7","43,8",348,"1,18","1,25","1,25","1,25",0,745,"42,7",23,0,0,1,1 window,285,"26,2",52,5,18,8,"0,2"
2024-07-22 18:55:00,"31,7",44,348,"1,16","1,23","1,23","1,23",0,751,"41,4",26,0,0,1,1 window,290,"26,2",52,5,18,8,"0,2"
2024-07-22 19:00:00,"31,7","43,8",348,"1,17","1,23","1,23","1,23",0,751,"42,4",25,0,0,1,1 window,295,"25,2",61,5,14,9,"0,2"
2024-07-22 19:05:00,"31,7",44,347,"1,16","1,22","1,22","1,22",0,755,"45,1",26,0,0,1,1 window,300,"25,2",61,5,14,9,"0,2"
2024-07-22 19:10:00,"31,7","44,2",346,"1,17","1,23","1,23","1,23",0,754,"41,9",25,0,0,1,1 window,305,"25,2",61,5,14,9,"0,2"
2024-07-22 19:15:00,"31,7",44,344,"1,29","1,36","1,36","1,36",0,755,43,25,0,0,1,1 window,310,"25,2",61,5,14,9,"0,2"
2024-07-22 19:20:00,"31,7","44,2",346,"1,16","1,23","1,23","1,23",0,759,"42,8",24,0,0,1,1 window,315,"25,2",61,5,14,9,"0,2"
2024-07-22 19:25:00,"31,7","44,2",351,"1,18","1,25","1,25","1,25",0,759,"44,2",27,0,0,1,1 window,320,"25,2",61,5,14,9,"0,2"
2024-07-22 19:30:00,"31,7","44,3",354,"1,28","1,35","1,35","1,35",0,758,"41,8",29,0,0,1,1 window,325,"24,7",67,5,14,9,"0,2"
2024-07-22 19:35:00,"31,7","44,3",347,"1,25","1,32","1,32","1,32",0,761,44,25,0,0,1,1 window,330,"24,7",67,5,14,9,"0,2"
2024-07-22 19:40:00,"31,7","44,4",347,"1,26","1,33","1,33","1,33",0,764,"42,1",22,0,0,1,1 window,335,"24,7",67,5,14,9,"0,2"
2024-07-22 19:45:00,"31,7","44,2",350,"1,24","1,31","1,31","1,31",0,756,"42,6",25,0,0,1,1 window,340,"24,7",67,5,14,9,"0,2"
2024-07-22 19:50:00,"31,7","44,3",350,"1,33","1,4","1,4","1,4",0,762,"43,7",25,0,0,1,1 window,345,"24,7",67,5,14,9,"0,2"
2024-07-22 19:55:00,"31,7","43,8",350,"1,31","1,39","1,39","1,39",0,754,"42,6",27,0,0,1,1 window,350,"24,7",67,5,14,9,"0,2"
2024-07-22 20:00:00,"31,7","43,4",353,"1,27","1,34","1,34","1,34",0,724,"39,8",28,0,0,1,1 window,355,"24,3",69,5,16,13,"0,2"
2024-07-22 20:05:00,"31,7","43,8",350,"1,26","1,33","1,33","1,33",0,730,"44,2",24,0,0,1,1 window,360,"24,3",69,5,16,13,"0,2"
2024-07-22 20:10:00,"31,7","43,5",347,"1,32","1,39","1,39","1,39",0,729,"42,3",25,0,0,1,1 window,365,"24,3",69,5,16,13,"0,2"
2024-07-22 20:15:00,"31,7","43,2",349,"1,3","1,37","1,37","1,37",0,707,"40,7",25,0,0,1,1 window,370,"24,3",69,5,16,13,"0,2"
2024-07-22 20:20:00,"31,7",43,354,"1,35","1,42","1,42","1,42",0,681,"41,7",25,0,0,1,1 window,375,"24,3",69,5,16,13,"0,2"
2024-07-22 20:25:00,"31,7","43,4",353,"1,29","1,37","1,37","1,37",0,677,"43,3",26,0,0,1,1 window,380,"24,3",69,5,16,13,"0,2"
2024-07-22 20:30:00,"31,7","43,7",348,"1,37","1,45","1,45","1,45",0,692,"41,1",26,0,0,1,1 window,385,"23,7",72,5,16,13,"0,2"
2024-07-22 20:35:00,"31,7","43,3",352,"1,36","1,44","1,44","1,44",0,677,"42,2",25,0,0,1,1 window,390,"23,7",72,5,16,13,"0,2"
2024-07-22 20:40:00,"31,7","43,9",353,"1,53","1,61","1,61","1,61",0,677,"45,3",28,0,0,1,1 window,395,"23,7",72,5,16,13,"0,2"
2024-07-22 20:45:00,"31,7","43,9",351,"1,53","1,62","1,62","1,62",0,663,"41,2",29,0,0,1,1 window,400,"23,7",72,5,16,13,"0,2"
2024-07-22 20:50:00,"31,6","44,2",352,"1,43","1,51","1,51","1,51",0,657,"44,7",26,0,0,1,1 window,405,"23,7",72,5,16,13,"0,2"
2024-07-22 20:55:00,"31,6","43,9",358,"1,54","1,62","1,62","1,62",0,635,"45,1",27,0,0,1,1 window,410,"23,7",72,5,16,13,"0,2"
2024-07-22 21:00:00,"31,6","44,2",358,"1,69","1,79","1,79","1,79",0,625,"44,8",27,0,1,1,2 windows,5,"23,6",73,6,19,12,"0,1"
2024-07-22 21:05:00,"31,6","44,2",363,"1,57","1,66","1,66","1,66",0,614,"45,5",27,0,1,1,2 windows,10,"23,6",73,6,19,12,"0,1"
2024-07-22 21:10:00,"31,6","44,2",370,"1,53","1,61","1,61","1,61",0,584,48,26,0,1,1,2 windows,15,"23,6",73,6,19,12,"0,1"
2024-07-22 21:15:00,"31,6","44,3",377,"1,6","1,7","1,7","1,7",0,556,"47,7",27,0,0,0,no ventilation,5,"23,6",73,6,19,12,"0,1"
2024-07-22 21:20:00,"31,6","44,6",378,"1,8","1,91","1,91","1,91",0,566,"46,1",24,0,0,0,no ventilation,10,"23,6",73,6,19,12,"0,1"
2024-07-22 21:25:00,"31,6",45,377,"1,79","1,9","1,9","1,9",0,589,"46,9",24,0,0,0,no ventilation,15,"23,6",73,6,19,12,"0,1"
2024-07-22 21:30:00,"31,6","45,4",379,"1,72","1,82","1,82","1,82",0,623,"47,9",23,0,0,0,no ventilation,20,"23,3",73,6,19,12,"0,1"
2024-07-22 21:35:00,"31,6","45,6",382,"1,72","1,82","1,82","1,82",0,658,"45,6",24,0,0,0,no ventilation,25,"23,3",73,6,19,12,"0,1"
2024-07-22 21:40:00,"31,6","45,6",378,"1,88","1,99","1,99","1,99",0,672,"44,4",24,0,0,0,no ventilation,30,"23,3",73,6,19,12,"0,1"
2024-07-22 21:45:00,"31,6","45,8",371,"1,84","1,94","1,94","1,94",0,689,"43,6",22,0,0,0,no ventilation,35,"23,3",73,6,19,12,"0,1"
2024-07-22 21:50:00,"31,5","45,8",368,"1,64","1,74","1,74","1,74",0,699,"44,2",23,0,0,0,no ventilation,40,"23,3",73,6,19,12,"0,1"
2024-07-22 21:55:00,"31,5","45,9",367,"1,95","2,07","2,07","2,07",0,710,"44,1",23,0,0,0,no ventilation,45,"23,3",73,6,19,12,"0,1"
2024-07-22 22:00:00,"31,5","45,9",365,"1,71","1,81","1,81","1,81",0,717,"47,6",24,0,0,0,no ventilation,50,"23,2",71,7,20,14,"0,1"
2024-07-22 22:05:00,"31,5",46,368,"1,78","1,88","1,88","1,88",0,724,"45,4",24,0,0,0,no ventilation,55,"23,2",71,7,20,14,"0,1"
2024-07-22 22:10:00,"31,5",46,368,"1,9","2,01","2,01","2,01",0,732,43,25,0,0,0,no ventilation,60,"23,2",71,7,20,14,"0,1"
2024-07-22 22:15:00,"31,5",46,368,"1,78","1,88","1,88","1,88",0,738,"44,6",24,0,0,0,no ventilation,65,"23,2",71,7,20,14,"0,1"
2024-07-22 22:20:00,"31,5",46,367,"1,76","1,86","1,86","1,86",0,743,"45,9",25,0,0,0,no ventilation,70,"23,2",71,7,20,14,"0,1"
2024-07-22 22:25:00,"31,5","46,1",363,"1,66","1,76","1,76","1,76",0,750,"49,2",23,0,0,0,no ventilation,75,"23,2",71,7,20,14,"0,1"
2024-07-22 22:30:00,"31,5","46,1",361,"1,71","1,81","1,81","1,81",0,757,"45,1",22,0,0,0,no ventilation,80,"23,1",69,7,20,14,"0,1"
2024-07-22 22:35:00,"31,5","46,1",363,"1,58","1,67","1,67","1,67",0,762,"44,6",23,0,0,0,no ventilation,85,"23,1",69,7,20,14,"0,1"
2024-07-22 22:40:00,"31,5",46,367,"1,77","1,87","1,87","1,87",0,768,"46,3",23,0,0,0,no ventilation,90,"23,1",69,7,20,14,"0,1"
2024-07-22 22:45:00,"31,5",46,362,"1,65","1,75","1,75","1,75",0,775,"45,4",21,0,0,0,no ventilation,95,"23,1",69,7,20,14,"0,1"
2024-07-22 22:50:00,"31,5","46,1",360,"1,51","1,6","1,6","1,6",0,780,"45,6",24,0,0,0,no ventilation,100,"23,1",69,7,20,14,"0,1"
2024-07-22 22:55:00,"31,5","46,1",360,"1,71","1,8","1,8","1,8",0,783,"45,1",25,0,0,0,no ventilation,105,"23,1",69,7,20,14,"0,1"
2024-07-22 23:00:00,"31,5","46,2",361,"1,65","1,75","1,75","1,75",0,790,"43,2",25,0,0,0,no ventilation,110,23,69,7,17,27,"0,2"
2024-07-22 23:05:00,"31,5","46,4",361,"1,59","1,68","1,68","1,68",0,796,"45,8",24,0,0,0,no ventilation,115,23,69,7,17,27,"0,2"
2024-07-22 23:10:00,"31,6","46,4",362,"1,64","1,73","1,73","1,73",0,798,44,23,0,0,0,no ventilation,120,23,69,7,17,27,"0,2"
2024-07-22 23:15:00,"31,6","46,5",360,"1,62","1,72","1,72","1,72",0,803,"45,4",25,0,0,0,no ventilation,125,23,69,7,17,27,"0,2"
2024-07-22 23:20:00,"31,5","46,4",357,"1,57","1,66","1,66","1,66",0,805,"45,7",27,0,0,0,no ventilation,130,23,69,7,17,27,"0,2"
2024-07-22 23:25:00,"31,5","46,4",353,"1,68","1,78","1,78","1,78",0,810,"45,3",23,0,0,0,no ventilation,135,23,69,7,17,27,"0,2"
2024-07-22 23:30:00,"31,5","46,4",348,"1,54","1,63","1,63","1,63",0,814,"43,1",23,0,0,0,no ventilation,140,"22,9",71,7,17,27,"0,2"
2024-07-22 23:35:00,"31,5","46,5",350,"1,68","1,77","1,77","1,77",0,817,"45,4",23,0,0,0,no ventilation,145,"22,9",71,7,17,27,"0,2"
2024-07-22 23:40:00,"31,5","46,5",351,"1,5","1,58","1,58","1,58",0,821,"44,7",22,0,0,0,no ventilation,150,"22,9",71,7,17,27,"0,2"
2024-07-22 23:45:00,"31,5","46,5",353,"1,62","1,72","1,72","1,72",0,823,"44,9",24,0,0,0,no ventilation,155,"22,9",71,7,17,27,"0,2"
2024-07-22 23:50:00,"31,5","46,6",353,"1,42","1,5","1,5","1,5",0,826,"44,6",25,0,0,0,no ventilation,160,"22,9",71,7,17,27,"0,2"
2024-07-22 23:55:00,"31,5","46,5",352,"1,5","1,59","1,59","1,59",0,828,50,25,0,0,0,no ventilation,165,"22,9",71,7,17,27,"0,2"
2024-07-23 00:00:00,"31,5","46,7",348,"1,54","1,63","1,63","1,63",0,829,"45,5",25,0,0,0,no ventilation,170,"22,8",74,7,18,29,"0,3"
2024-07-23 00:05:00,"31,5","46,7",347,"1,42","1,5","1,5","1,5",0,830,"43,3",25,0,0,0,no ventilation,175,"22,8",74,7,18,29,"0,3"
2024-07-23 00:10:00,"31,5","46,7",353,"1,37","1,45","1,45","1,45",0,831,"41,9",24,0,0,0,no ventilation,180,"22,8",74,7,18,29,"0,3"
2024-07-23 00:15:00,"31,5","46,7",358,"1,5","1,58","1,58","1,58",0,833,43,23,0,0,0,no ventilation,185,"22,8",74,7,18,29,"0,3"
2024-07-23 00:20:00,"31,5","46,9",352,"1,54","1,63","1,63","1,63",0,835,"42,6",22,0,0,0,no ventilation,190,"22,8",74,7,18,29,"0,3"
2024-07-23 00:25:00,"31,5","46,9",349,"1,41","1,49","1,49","1,49",0,836,"43,9",22,0,0,0,no ventilation,195,"22,8",74,7,18,29,"0,3"
2024-07-23 00:30:00,"31,4","46,9",353,"1,6","1,69","1,69","1,69",0,840,"42,1",24,0,0,0,no ventilation,200,"22,5",75,7,18,29,"0,3"
2024-07-23 00:35:00,"31,4","46,9",359,"1,37","1,45","1,45","1,45",0,842,"45,7",23,0,0,0,no ventilation,205,"22,5",75,7,18,29,"0,3"
2024-07-23 00:40:00,"31,4","46,9",359,"1,39","1,47","1,47","1,47",0,845,"44,8",24,0,0,0,no ventilation,210,"22,5",75,7,18,29,"0,3"
2024-07-23 00:45:00,"31,4","46,9",355,"1,46","1,55","1,55","1,55",0,848,"42,1",23,0,0,0,no ventilation,215,"22,5",75,7,18,29,"0,3"
2024-07-23 00:50:00,"31,4","46,9",358,"1,36","1,43","1,43","1,43",0,850,"43,4",25,0,0,0,no ventilation,220,"22,5",75,7,18,29,"0,3"
2024-07-23 00:55:00,"31,4","46,9",356,"1,52","1,61","1,61","1,61",0,853,"40,9",23,0,0,0,no ventilation,225,"22,5",75,7,18,29,"0,3"
2024-07-23 01:00:00,"31,4","46,9",356,"1,4","1,49","1,49","1,49",0,856,"46,4",22,0,0,0,no ventilation,230,"22,1",77,8,18,26,"0,2"
2024-07-23 01:05:00,"31,4","46,9",355,"1,4","1,48","1,48","1,48",0,857,"44,9",25,0,0,0,no ventilation,235,"22,1",77,8,18,26,"0,2"
2024-07-23 01:10:00,"31,4","46,7",354,"1,4","1,48","1,48","1,48",0,859,"45,9",24,0,0,0,no ventilation,240,"22,1",77,8,18,26,"0,2"
2024-07-23 01:15:00,"31,4","46,9",356,"1,55","1,64","1,64","1,64",0,859,"41,3",24,0,0,0,no ventilation,245,"22,1",77,8,18,26,"0,2"
2024-07-23 01:20:00,"31,4","46,7",354,"1,38","1,46","1,46","1,46",0,861,"43,8",23,0,0,0,no ventilation,250,"22,1",77,8,18,26,"0,2"
2024-07-23 01:25:00,"31,4","46,9",357,"1,53","1,62","1,62","1,62",0,863,"43,2",25,0,0,0,no ventilation,255,"22,1",77,8,18,26,"0,2"
2024-07-23 01:30:00,"31,4","46,9",356,"1,53","1,62","1,62","1,62",0,864,"41,9",23,0,0,0,no ventilation,260,"21,9",76,8,18,26,"0,2"
2024-07-23 01:35:00,"31,4","46,7",358,"1,51","1,6","1,6","1,6",0,864,"44,1",23,0,0,0,no ventilation,265,"21,9",76,8,18,26,"0,2"
2024-07-23 01:40:00,"31,4","46,9",359,"1,47","1,55","1,55","1,55",0,866,"43,1",23,0,0,0,no ventilation,270,"21,9",76,8,18,26,"0,2"
2024-07-23 01:45:00,"31,4","46,7",358,"1,45","1,54","1,54","1,54",0,868,"41,8",23,0,0,0,no ventilation,275,"21,9",76,8,18,26,"0,2"
2024-07-23 01:50:00,"31,4","46,9",355,"1,31","1,38","1,38","1,38",0,869,"40,7",25,0,0,0,no ventilation,280,"21,9",76,8,18,26,"0,2"
2024-07-23 01:55:00,"31,4","46,9",358,"1,43","1,52","1,52","1,52",0,871,"44,1",25,0,0,0,no ventilation,285,"21,9",76,8,18,26,"0,2"
2024-07-23 02:00:00,"31,4","46,9",358,"1,48","1,57","1,57","1,57",0,873,"43,1",23,0,0,0,no ventilation,290,"21,6",75,8,16,35,"0,1"
