date_bin,TEMP,HUM,CO2,PM1,PM2.5,PM5,PM10,HCHO,VOC,NO2,NOISE,DOOR 1,WINDOW 1,WINDOW 2,VENT. TYPE,VENT. TIME,EXT. TEMP,EXT. HUM,EXT. PM2.5,EXT. PM10,EXT. NO2,EXT. CO
2024-09-22 19:45:00,"26,7","53,9",354,"2,28","2,41","2,41","2,41",0,589,"42,1",26,0,0,0,no ventilation,955,"18,7",100,5,9,28,"0,2"
2024-09-22 19:50:00,"26,7","53,9",354,"2,06","2,18","2,18","2,18",0,588,"42,2",27,0,0,0,no ventilation,960,"18,7",100,5,9,28,"0,2"
2024-09-22 19:55:00,"26,7",54,355,"1,88","1,98","1,98","1,98",0,586,"44,4",27,0,0,0,no ventilation,965,"18,7",100,5,9,28,"0,2"
2024-09-22 20:00:00,"26,7",54,359,"2,09","2,22","2,22","2,22",0,586,"42,4",26,0,0,0,no ventilation,970,"18,4",100,6,9,21,"0,2"
2024-09-22 20:05:00,"26,7",54,357,"2,19","2,32","2,32","2,32",0,585,"42,8",28,0,0,0,no ventilation,975,"18,4",100,6,9,21,"0,2"
2024-09-22 20:10:00,"26,7","54,1",355,"1,94","2,06","2,06","2,06",0,585,"44,2",26,0,0,0,no ventilation,980,"18,4",100,6,9,21,"0,2"
2024-09-22 20:15:00,"26,7","54,1",356,"2,02","2,13","2,13","2,13",0,583,"41,4",27,0,0,0,no ventilation,985,"18,4",100,6,9,21,"0,2"
2024-09-22 20:20:00,"26,7","54,1",357,"2,07","2,18","2,18","2,18",0,582,"41,5",28,0,0,0,no ventilation,990,"18,4",100,6,9,21,"0,2"
2024-09-22 20:25:00,"26,7","54,1",356,"1,99","2,1","2,1","2,1",0,583,"40,7",28,0,0,0,no ventilation,995,"18,4",100,6,9,21,"0,2"
2024-09-22 20:30:00,"26,7","54,1",355,"2,07","2,19","2,19","2,19",0,580,"43,1",27,0,0,0,no ventilation,1000,"18,3",100,6,9,21,"0,2"
2024-09-22 20:35:00,"26,7","54,1",352,"2,07","2,19","2,19","2,19",0,581,"46,1",26,0,0,0,no ventilation,1005,"18,3",100,6,9,21,"0,2"
2024-09-22 20:40:00,"26,7","54,1",353,2,"2,11","2,11","2,11",0,578,"40,9",28,0,0,0,no ventilation,1010,"18,3",100,6,9,21,"0,2"
2024-09-22 20:45:00,"26,7",54,357,2,"2,11","2,11","2,11",0,579,"43,2",29,0,0,0,no ventilation,1015,"18,3",100,6,9,21,"0,2"
2024-09-22 20:50:00,"26,7","54,1",357,"1,96","2,07","2,07","2,07",0,579,"42,8",28,0,0,0,no ventilation,1020,"18,3",100,6,9,21,"0,2"
2024-09-22 20:55:00,"26,7","54,1",359,"1,99","2,11","2,11","2,11",0,581,"41,3",26,0,0,0,no ventilation,1025,"18,3",100,6,9,21,"0,2"
2024-09-22 21:00:00,"26,7","54,1",354,"1,96","2,08","2,08","2,08",0,580,"42,7",26,0,0,0,no ventilation,1030,"18,2",100,7,12,23,"0,2"
2024-09-22 21:05:00,"26,7","54,1",355,"2,1","2,22","2,22","2,22",0,578,"41,8",27,0,0,0,no ventilation,1035,"18,2",100,7,12,23,"0,2"
2024-09-22 21:10:00,"26,6","54,1",352,"1,92","2,04","2,04","2,04",0,577,"41,5",27,0,0,0,no ventilation,1040,"18,2",100,7,12,23,"0,2"
2024-09-22 21:15:00,"26,6","54,3",352,"2,03","2,15","2,15","2,15",0,575,"45,3",27,0,0,0,no ventilation,1045,"18,2",100,7,12,23,"0,2"
2024-09-22 21:20:00,"26,6","54,3",352,"1,85","1,95","1,95","1,95",0,575,"43,1",28,0,0,0,no ventilation,1050,"18,2",100,7,12,23,"0,2"
2024-09-22 21:25:00,"26,6","54,1",351,"1,88","1,99","1,99","1,99",0,577,42,26,0,0,0,no ventilation,1055,"18,2",100,7,12,23,"0,2"
2024-09-22 21:30:00,"26,6","54,1",356,"2,02","2,13","2,13","2,13",0,579,"41,3",27,0,0,0,no ventilation,1060,"18,2",100,7,12,23,"0,2"
2024-09-22 21:35:00,"26,6","54,1",356,"2,04","2,15","2,15","2,15",0,582,45,27,0,0,0,no ventilation,1065,"18,2",100,7,12,23,"0,2"
2024-09-22 21:40:00,"26,6","54,1",356,"1,82","1,92","1,92","1,92",0,584,42,27,0,0,0,no ventilation,1070,"18,2",100,7,12,23,"0,2"
2024-09-22 21:45:00,"26,6","54,1",356,"2,04","2,16","2,16","2,16",0,586,"40,4",27,0,0,0,no ventilation,1075,"18,2",100,7,12,23,"0,2"
2024-09-22 21:50:00,"26,6","54,1",355,"1,92","2,02","2,02","2,02",0,588,"49,8",27,0,0,0,no ventilation,1080,"18,2",100,7,12,23,"0,2"
2024-09-22 21:55:00,"26,6","54,1",359,"1,81","1,92","1,92","1,92",0,587,"44,3",28,0,0,0,no ventilation,1085,"18,2",100,7,12,23,"0,2"
2024-09-22 22:00:00,"26,6","54,1",361,"1,87","1,98","1,98","1,98",0,585,42,28,0,0,0,no ventilation,1090,"18,1",100,7,12,26,"0,1"
2024-09-22 22:05:00,"26,6","54,1",353,"1,78","1,89","1,89","1,89",0,587,"39,6",26,0,0,0,no ventilation,1095,"18,1",100,7,12,26,"0,1"
2024-09-22 22:10:00,"26,6","54,1",348,"1,98","2,1","2,1","2,1",0,589,"41,9",26,0,0,0,no ventilation,1100,"18,1",100,7,12,26,"0,1"
2024-09-22 22:15:00,"26,6","54,1",347,"1,98","2,09","2,09","2,09",0,587,"41,6",27,0,0,0,no ventilation,1105,"18,1",100,7,12,26,"0,1"
2024-09-22 22:20:00,"26,6","54,1",351,2,"2,11","2,11","2,11",0,587,"40,7",26,0,0,0,no ventilation,1110,"18,1",100,7,12,26,"0,1"
2024-09-22 22:25:00,"26,6",54,350,"1,87","1,98","1,98","1,98",0,588,"41,2",27,0,0,0,no ventilation,1115,"18,1",100,7,12,26,"0,1"
2024-09-22 22:30:00,"26,6",54,353,"1,94","2,05","2,05","2,05",0,587,"40,3",28,0,0,0,no ventilation,1120,"18,3",100,7,12,26,"0,1"
2024-09-22 22:35:00,"26,6",54,353,2,"2,11","2,11","2,11",0,588,"44,3",26,0,0,0,no ventilation,1125,"18,3",100,7,12,26,"0,1"
2024-09-22 22:40:00,"26,6",54,352,2,"2,12","2,12","2,12",0,588,"41,7",27,0,0,0,no ventilation,1130,"18,3",100,7,12,26,"0,1"
2024-09-22 22:45:00,"26,6",54,353,"1,93","2,05","2,05","2,05",0,586,"42,6",27,0,0,0,no ventilation,1135,"18,3",100,7,12,26,"0,1"
2024-09-22 22:50:00,"26,6",54,352,"1,95","2,06","2,06","2,06",0,586,"43,3",28,0,0,0,no ventilation,1140,"18,3",100,7,12,26,"0,1"
2024-09-22 22:55:00,"26,6","54,1",354,"1,96","2,08","2,08","2,08",0,585,"43,6",26,0,0,0,no ventilation,1145,"18,3",100,7,12,26,"0,1"
2024-09-22 23:00:00,"26,6",54,351,"1,93","2,04","2,04","2,04",0,585,"41,5",27,0,0,0,no ventilation,1150,"19,1",100,7,12,22,"0,1"
2024-09-22 23:05:00,"26,6",54,356,"1,78","1,88","1,88","1,88",0,585,"41,8",27,0,0,0,no ventilation,1155,"19,1",100,7,12,22,"0,1"
2024-09-22 23:10:00,"26,6",54,361,"1,92","2,03","2,03","2,03",0,588,"40,8",28,0,0,0,no ventilation,1160,"19,1",100,7,12,22,"0,1"
2024-09-22 23:15:00,"26,6",54,365,"1,83","1,94","1,94","1,94",0,590,42,27,0,0,0,no ventilation,1165,"19,1",100,7,12,22,"0,1"
2024-09-22 23:20:00,"26,5",54,349,"1,92","2,03","2,03","2,03",0,591,41,27,0,0,0,no ventilation,1170,"19,1",100,7,12,22,"0,1"
2024-09-22 23:25:00,"26,5",54,353,"1,91","2,02","2,02","2,02",0,590,"41,7",26,0,0,0,no ventilation,1175,"19,1",100,7,12,22,"0,1"
2024-09-22 23:30:00,"26,5",54,354,"1,93","2,04","2,04","2,04",0,591,"40,8",29,0,0,0,no ventilation,1180,"19,3",99,7,12,22,"0,1"
2024-09-22 23:35:00,"26,5",54,358,"1,96","2,07","2,07","2,07",0,593,"43,3",26,0,0,0,no ventilation,1185,"19,3",99,7,12,22,"0,1"
2024-09-22 23:40:00,"26,5",54,361,"1,86","1,97","1,97","1,97",0,592,"41,7",27,0,0,0,no ventilation,1190,"19,3",99,7,12,22,"0,1"
2024-09-22 23:45:00,"26,5",54,361,"2,03","2,15","2,15","2,15",0,590,"39,4",27,0,0,0,no ventilation,1195,"19,3",99,7,12,22,"0,1"
2024-09-22 23:50:00,"26,5",54,358,"1,91","2,01","2,01","2,01",0,588,40,26,0,0,0,no ventilation,1200,"19,3",99,7,12,22,"0,1"
2024-09-22 23:55:00,"26,5",54,352,"1,86","1,96","1,96","1,96",0,588,45,26,0,0,0,no ventilation,1205,"19,3",99,7,12,22,"0,1"
2024-09-23 00:00:00,"26,5","54,1",354,"1,83","1,93","1,93","1,93",0,588,"42,3",27,0,0,0,no ventilation,1210,"19,5",95,9,15,20,"0,2"
2024-09-23 00:05:00,"26,5",54,355,"1,85","1,95","1,95","1,95",0,590,"37,9",26,0,0,0,no ventilation,1215,"19,5",95,9,15,20,"0,2"
2024-09-23 00:10:00,"26,5",54,351,"1,98","2,09","2,09","2,09",0,592,"46,3",27,0,0,0,no ventilation,1220,"19,5",95,9,15,20,"0,2"
2024-09-23 00:15:00,"26,6","54,1",353,"1,83","1,94","1,94","1,94",0,591,"43,8",27,0,0,0,no ventilation,1225,"19,5",95,9,15,20,"0,2"
2024-09-23 00:20:00,"26,5",54,352,"1,97","2,09","2,09","2,09",0,590,"39,4",27,0,0,0,no ventilation,1230,"19,5",95,9,15,20,"0,2"
2024-09-23 00:25:00,"26,6",54,352,"1,84","1,94","1,94","1,94",0,590,"44,4",27,0,0,0,no ventilation,1235,"19,5",95,9,15,20,"0,2"
2024-09-23 00:30:00,"26,6",54,350,"2,05","2,17","2,17","2,17",0,588,"41,6",28,0,0,0,no ventilation,1240,19,97,9,15,20,"0,2"
2024-09-23 00:35:00,"26,5",54,350,"2,04","2,15","2,15","2,15",0,591,42,26,0,0,0,no ventilation,1245,19,97,9,15,20,"0,2"
2024-09-23 00:40:00,"26,6",54,354,"1,93","2,04","2,04","2,04",0,592,"39,9",27,0,0,0,no ventilation,1250,19,97,9,15,20,"0,2"
2024-09-23 00:45:00,"26,5",54,351,"1,95","2,06","2,06","2,06",0,591,"37,3",28,0,0,0,no ventilation,1255,19,97,9,15,20,"0,2"
2024-09-23 00:50:00,"26,5",54,350,"1,86","1,96","1,96","1,96",0,590,"41,6",27,0,0,0,no ventilation,1260,19,97,9,15,20,"0,2"
2024-09-23 00:55:00,"26,5",54,350,"2,06","2,18","2,18","2,18",0,590,"37,3",27,0,0,0,no ventilation,1265,19,97,9,15,20,"0,2"
2024-09-23 01:00:00,"26,5",54,355,"1,97","2,09","2,09","2,09",0,590,"44,2",28,0,0,0,no ventilation,1270,"18,5",99,7,12,13,"0,1"
2024-09-23 01:05:00,"26,5","54,1",358,"2,1","2,22","2,22","2,22",0,589,"40,8",28,0,0,0,no ventilation,1275,"18,5",99,7,12,13,"0,1"
2024-09-23 01:10:00,"26,5","54,1",359,"2,04","2,16","2,16","2,16",0,591,"40,1",28,0,0,0,no ventilation,1280,"18,5",99,7,12,13,"0,1"
2024-09-23 01:15:00,"26,5","54,1",355,"1,94","2,05","2,05","2,05",0,591,"44,6",29,0,0,0,no ventilation,1285,"18,5",99,7,12,13,"0,1"
2024-09-23 01:20:00,"26,5","54,1",355,"2,04","2,16","2,16","2,16",0,592,"40,8",27,0,0,0,no ventilation,1290,"18,5",99,7,12,13,"0,1"
2024-09-23 01:25:00,"26,5","54,1",362,"1,92","2,03","2,03","2,03",0,593,"41,7",28,0,0,0,no ventilation,1295,"18,5",99,7,12,13,"0,1"
2024-09-23 01:30:00,"26,5","54,1",362,"1,88","1,99","1,99","1,99",0,594,"43,8",27,0,0,0,no ventilation,1300,18,100,7,12,13,"0,1"
2024-09-23 01:35:00,"26,5","54,1",351,"2,07","2,19","2,19","2,19",0,594,"40,9",27,0,0,0,no ventilation,1305,18,100,7,12,13,"0,1"
2024-09-23 01:40:00,"26,5","54,1",353,"2,04","2,16","2,16","2,16",0,593,"41,5",28,0,0,0,no ventilation,1310,18,100,7,12,13,"0,1"
2024-09-23 01:45:00,"26,5","54,1",356,"2,01","2,13","2,13","2,13",0,595,"39,1",28,0,0,0,no ventilation,1315,18,100,7,12,13,"0,1"
2024-09-23 01:50:00,"26,5","54,1",358,"2,01","2,12","2,12","2,12",0,595,"37,3",26,0,0,0,no ventilation,1320,18,100,7,12,13,"0,1"
2024-09-23 01:55:00,"26,5","54,1",362,"1,91","2,02","2,02","2,02",0,595,"40,6",28,0,0,0,no ventilation,1325,18,100,7,12,13,"0,1"
2024-09-23 02:00:00,"26,5","54,1",358,"1,99","2,11","2,11","2,11",0,594,"41,6",27,0,0,0,no ventilation,1330,"17,8",100,6,10,8,"0,1"
2024-09-23 02:05:00,"26,5","54,1",357,"2,07","2,19","2,19","2,19",0,594,"40,9",27,0,0,0,no ventilation,1335,"17,8",100,6,10,8,"0,1"
2024-09-23 02:10:00,"26,5",54,366,"1,97","2,08","2,08","2,08",0,597,"40,9",27,0,0,0,no ventilation,1340,"17,8",100,6,10,8,"0,1"
2024-09-23 02:15:00,"26,5","54,1",367,"1,97","2,08","2,08","2,08",0,597,"40,3",28,0,0,0,no ventilation,1345,"17,8",100,6,10,8,"0,1"
2024-09-23 02:20:00,"26,5",54,366,"1,89",2,2,2,0,597,"39,6",26,0,0,0,no ventilation,1350,"17,8",100,6,10,8,"0,1"
2024-09-23 02:25:00,"26,5",54,359,"1,99","2,11","2,11","2,11",0,599,"45,7",27,0,0,0,no ventilation,1355,"17,8",100,6,10,8,"0,1"
2024-09-23 02:30:00,"26,5",54,362,"1,89",2,2,2,0,599,"41,2",28,0,0,0,no ventilation,1360,"17,9",100,6,10,8,"0,1"
2024-09-23 02:35:00,"26,5",54,362,"1,87","1,98","1,98","1,98",0,600,"41,6",27,0,0,0,no ventilation,1365,"17,9",100,6,10,8,"0,1"
2024-09-23 02:40:00,"26,5",54,359,"2,17","2,29","2,29","2,29",0,598,"43,3",27,0,0,0,no ventilation,1370,"17,9",100,6,10,8,"0,1"
2024-09-23 02:45:00,"26,5",54,359,"2,07","2,19","2,19","2,19",0,597,"45,9",28,0,0,0,no ventilation,1375,"17,9",100,6,10,8,"0,1"
2024-09-23 02:50:00,"26,5",54,362,"2,12","2,24","2,24","2,24",0,597,44,27,0,0,0,no ventilation,1380,"17,9",100,6,10,8,"0,1"
2024-09-23 02:55:00,"26,5",54,366,"2,06","2,18","2,18","2,18",0,597,"43,1",27,0,0,0,no ventilation,1385,"17,9",100,6,10,8,"0,1"
2024-09-23 03:00:00,"26,5",54,365,"2,14","2,27","2,27","2,27",0,595,"42,2",27,0,0,0,no ventilation,1390,"18,3",100,6,10,6,"0,1"
2024-09-23 03:05:00,"26,5",54,359,"2,12","2,24","2,24","2,24",0,596,"45,4",28,0,0,0,no ventilation,1395,"18,3",100,6,10,6,"0,1"
2024-09-23 03:10:00,"26,5",54,359,"2,14","2,26","2,26","2,26",0,595,"40,2",28,0,0,0,no ventilation,1400,"18,3",100,6,10,6,"0,1"
2024-09-23 03:15:00,"26,5",54,361,"2,21","2,34","2,34","2,34",0,597,"43,2",28,0,0,0,no ventilation,1405,"18,3",100,6,10,6,"0,1"
2024-09-23 03:20:00,"26,5","53,9",355,"2,22","2,35","2,35","2,35",0,600,"42,9",26,0,0,0,no ventilation,1410,"18,3",100,6,10,6,"0,1"
2024-09-23 03:25:00,"26,5",54,352,"2,13","2,25","2,25","2,25",0,601,"42,7",28,0,0,0,no ventilation,1415,"18,3",100,6,10,6,"0,1"
2024-09-23 03:30:00,"26,5",54,351,"2,08","2,2","2,2","2,2",0,599,"40,8",28,0,0,0,no ventilation,1420,"18,2",100,6,10,6,"0,1"
2024-09-23 03:35:00,"26,5",54,351,"2,06","2,17","2,17","2,17",0,601,"42,5",27,0,0,0,no ventilation,1425,"18,2",100,6,10,6,"0,1"
2024-09-23 03:40:00,"26,5",54,354,"1,99","2,1","2,1","2,1",0,602,"43,2",27,0,0,0,no ventilation,1430,"18,2",100,6,10,6,"0,1"
2024-09-23 03:45:00,"26,5",54,354,"2,12","2,25","2,25","2,25",0,600,"41,3",28,0,0,0,no ventilation,1435,"18,2",100,6,10,6,"0,1"
2024-09-23 03:50:00,"26,5",54,358,"2,19","2,32","2,32","2,32",0,599,"40,5",28,0,0,0,no ventilation,1440,"18,2",100,6,10,6,"0,1"
2024-09-23 03:55:00,"26,5",54,361,"2,13","2,25","2,25","2,25",0,601,"41,3",28,0,0,0,no ventilation,1445,"18,2",100,6,10,6,"0,1"
2024-09-23 04:00:00,"26,5",54,363,"2,06","2,18","2,18","2,18",0,598,"46,3",27,0,0,0,no ventilation,1450,"18,5",99,7,11,5,"0,1"
2024-09-23 04:05:00,"26,5",54,365,"2,14","2,26","2,26","2,26",0,600,"46,6",28,0,0,0,no ventilation,1455,"18,5",99,7,11,5,"0,1"
2024-09-23 04:10:00,"26,5",54,358,"2,03","2,15","2,15","2,15",0,601,"44,4",27,0,0,0,no ventilation,1460,"18,5",99,7,11,5,"0,1"
2024-09-23 04:15:00,"26,5",54,357,"1,95","2,06","2,06","2,06",0,601,"47,3",28,0,0,0,no ventilation,1465,"18,5",99,7,11,5,"0,1"
2024-09-23 04:20:00,"26,5",54,356,"2,08","2,19","2,19","2,19",0,601,"40,3",27,0,0,0,no ventilation,1470,"18,5",99,7,11,5,"0,1"
2024-09-23 04:25:00,"26,5",54,354,"2,16","2,28","2,28","2,28",0,603,"41,3",26,0,0,0,no ventilation,1475,"18,5",99,7,11,5,"0,1"
2024-09-23 04:30:00,"26,5","53,9",352,"2,02","2,13","2,13","2,13",0,602,"41,8",28,0,0,0,no ventilation,1480,"18,5",100,7,11,5,"0,1"
2024-09-23 04:35:00,"26,5",54,358,"2,14","2,26","2,26","2,26",0,599,"41,6",26,0,0,0,no ventilation,1485,"18,5",100,7,11,5,"0,1"
2024-09-23 04:40:00,"26,5","53,9",358,"2,04","2,16","2,16","2,16",0,597,"43,2",26,0,0,0,no ventilation,1490,"18,5",100,7,11,5,"0,1"
2024-09-23 04:45:00,"26,5","53,9",358,"2,09","2,2","2,2","2,2",0,596,"41,3",27,0,0,0,no ventilation,1495,"18,5",100,7,11,5,"0,1"
2024-09-23 04:50:00,"26,5","53,9",355,"2,04","2,16","2,16","2,16",0,595,"41,8",27,0,0,0,no ventilation,1500,"18,5",100,7,11,5,"0,1"
2024-09-23 04:55:00,"26,5","53,9",349,"2,09","2,22","2,22","2,22",0,595,"40,6",27,0,0,0,no ventilation,1505,"18,5",100,7,11,5,"0,1"
2024-09-23 05:00:00,"26,5","53,9",349,"1,96","2,07","2,07","2,07",0,598,"39,5",26,0,0,0,no ventilation,1510,"18,1",93,5,8,7,"0,1"
2024-09-23 05:05:00,"26,5","53,9",350,"1,96","2,07","2,07","2,07",0,600,"41,9",27,0,0,0,no ventilation,1515,"18,1",93,5,8,7,"0,1"
2024-09-23 05:10:00,"26,5","53,9",355,"2,04","2,16","2,16","2,16",0,601,43,26,0,0,0,no ventilation,1520,"18,1",93,5,8,7,"0,1"
2024-09-23 05:15:00,"26,5","53,9",353,"2,06","2,19","2,19","2,19",0,600,"42,1",27,0,0,0,no ventilation,1525,"18,1",93,5,8,7,"0,1"
2024-09-23 05:20:00,"26,5","53,9",355,"2,1","2,23","2,23","2,23",0,600,"43,7",28,0,0,0,no ventilation,1530,"18,1",93,5,8,7,"0,1"
2024-09-23 05:25:00,"26,4","53,9",357,2,"2,11","2,11","2,11",0,600,"39,9",26,0,0,0,no ventilation,1535,"18,1",93,5,8,7,"0,1"
2024-09-23 05:30:00,"26,5","53,9",360,"1,86","1,96","1,96","1,96",0,597,"43,9",28,0,0,0,no ventilation,1540,"17,4",93,5,8,7,"0,1"
2024-09-23 05:35:00,"26,4","53,9",354,"2,01","2,13","2,13","2,13",0,596,42,26,0,0,0,no ventilation,1545,"17,4",93,5,8,7,"0,1"
2024-09-23 05:40:00,"26,4",54,348,"2,05","2,17","2,17","2,17",0,595,"43,4",27,0,0,0,no ventilation,1550,"17,4",93,5,8,7,"0,1"
2024-09-23 05:45:00,"26,4",54,346,"1,97","2,09","2,09","2,09",0,596,"41,8",27,0,0,0,no ventilation,1555,"17,4",93,5,8,7,"0,1"
2024-09-23 05:50:00,"26,4",54,351,"2,01","2,13","2,13","2,13",0,596,"41,4",26,0,0,0,no ventilation,1560,"17,4",93,5,8,7,"0,1"
2024-09-23 05:55:00,"26,4","53,9",354,"1,86","1,97","1,97","1,97",0,597,"40,7",26,0,0,0,no ventilation,1565,"17,4",93,5,8,7,"0,1"
2024-09-23 06:00:00,"26,4","53,9",352,"1,96","2,08","2,08","2,08",0,600,"43,8",28,0,0,0,no ventilation,1570,"17,5",97,5,7,8,"0,1"
2024-09-23 06:05:00,"26,4","53,9",351,"1,96","2,07","2,07","2,07",0,601,"43,1",27,0,0,0,no ventilation,1575,"17,5",97,5,7,8,"0,1"
2024-09-23 06:10:00,"26,4","53,9",353,"1,96","2,07","2,07","2,07",0,601,"40,6",26,0,0,0,no ventilation,1580,"17,5",97,5,7,8,"0,1"
2024-09-23 06:15:00,"26,4","53,9",353,"1,97","2,08","2,08","2,08",0,601,"44,4",28,0,0,0,no ventilation,1585,"17,5",97,5,7,8,"0,1"
2024-09-23 06:20:00,"26,4","53,9",353,"2,06","2,18","2,18","2,18",0,597,"42,1",27,0,0,0,no ventilation,1590,"17,5",97,5,7,8,"0,1"
2024-09-23 06:25:00,"26,4","53,9",357,"1,81","1,91","1,91","1,91",0,597,"42,9",27,0,0,0,no ventilation,1595,"17,5",97,5,7,8,"0,1"
2024-09-23 06:30:00,"26,4","53,9",357,"1,96","2,07","2,07","2,07",0,596,"42,3",28,0,0,0,no ventilation,1600,"17,4",100,5,7,8,"0,1"
2024-09-23 06:35:00,"26,4","53,9",355,"1,98","2,1","2,1","2,1",0,597,42,27,0,0,0,no ventilation,1605,"17,4",100,5,7,8,"0,1"
2024-09-23 06:40:00,"26,4","53,9",356,2,"2,11","2,11","2,11",0,598,"42,7",26,0,0,0,no ventilation,1610,"17,4",100,5,7,8,"0,1"
2024-09-23 06:45:00,"26,4","53,9",357,"1,98","2,1","2,1","2,1",0,598,"42,7",26,0,0,0,no ventilation,1615,"17,4",100,5,7,8,"0,1"
2024-09-23 06:50:00,"26,4","53,9",356,"1,86","1,97","1,97","1,97",0,601,"42,2",27,0,0,0,no ventilation,1620,"17,4",100,5,7,8,"0,1"
2024-09-23 06:55:00,"26,4","53,9",358,"1,91","2,02","2,02","2,02",0,604,"39,2",26,0,0,0,no ventilation,1625,"17,4",100,5,7,8,"0,1"
2024-09-23 07:00:00,"26,4","53,9",362,"1,93","2,04","2,04","2,04",0,604,"45,7",27,0,0,0,no ventilation,1630,"19,2",91,9,15,20,"0,2"
2024-09-23 07:05:00,"26,4","53,9",359,"1,93","2,04","2,04","2,04",0,603,"41,1",28,0,0,0,no ventilation,1635,"19,2",91,9,15,20,"0,2"
2024-09-23 07:10:00,"26,4",54,362,"1,92","2,03","2,03","2,03",0,599,44,28,0,0,0,no ventilation,1640,"19,2",91,9,15,20,"0,2"
2024-09-23 07:15:00,"26,4",54,365,"1,85","1,96","1,96","1,96",0,598,"40,8",28,0,0,0,no ventilation,1645,"19,2",91,9,15,20,"0,2"
2024-09-23 07:20:00,"26,4",54,364,"2,05","2,17","2,17","2,17",0,596,"42,2",27,0,0,0,no ventilation,1650,"19,2",91,9,15,20,"0,2"
2024-09-23 07:25:00,"26,4",54,360,"2,08","2,2","2,2","2,2",0,595,"42,5",27,0,0,0,no ventilation,1655,"19,2",91,9,15,20,"0,2"
2024-09-23 07:30:00,"26,4",54,362,"1,99","2,11","2,11","2,11",0,596,"41,7",27,0,0,0,no ventilation,1660,"20,3",85,9,15,20,"0,2"
2024-09-23 07:35:00,"26,4","53,9",361,"2,09","2,21","2,21","2,21",0,597,"42,3",28,0,0,0,no ventilation,1665,"20,3",85,9,15,20,"0,2"
2024-09-23 07:40:00,"26,4","53,9",359,"1,98","2,09","2,09","2,09",0,600,"41,2",26,0,0,0,no ventilation,1670,"20,3",85,9,15,20,"0,2"
2024-09-23 07:45:00,"26,4","53,9",358,"2,26","2,39","2,39","2,39",0,601,"40,4",26,0,0,0,no ventilation,1675,"20,3",85,9,15,20,"0,2"
2024-09-23 07:50:00,"26,4","53,8",357,"2,26","2,39","2,39","2,39",0,601,"41,2",28,0,0,0,no ventilation,1680,"20,3",85,9,15,20,"0,2"
2024-09-23 07:55:00,"26,4","53,8",359,"2,2","2,33","2,33","2,33",0,603,"40,6",27,0,0,0,no ventilation,1685,"20,3",85,9,15,20,"0,2"
2024-09-23 08:00:00,"26,4","53,8",358,"2,33","2,46","2,46","2,46",0,601,"43,6",27,0,0,0,no ventilation,1690,"20,6",85,9,16,56,"0,3"
2024-09-23 08:05:00,"26,4","53,8",354,"2,27","2,4","2,4","2,4",0,600,43,28,0,0,0,no ventilation,1695,"20,6",85,9,16,56,"0,3"
2024-09-23 08:10:00,"26,4","53,8",356,"2,24","2,37","2,37","2,37",0,597,"42,6",28,0,0,0,no ventilation,1700,"20,6",85,9,16,56,"0,3"
2024-09-23 08:15:00,"26,4","53,9",359,"2,4","2,54","2,54","2,54",0,593,"43,7",28,0,0,0,no ventilation,1705,"20,6",85,9,16,56,"0,3"
2024-09-23 08:20:00,"26,4","53,9",355,"2,52","2,67","2,67","2,67",0,591,"46,2",28,0,0,0,no ventilation,1710,"20,6",85,9,16,56,"0,3"
2024-09-23 08:25:00,"26,4","53,8",357,"2,39","2,52","2,52","2,52",0,590,"41,6",27,0,0,0,no ventilation,1715,"20,6",85,9,16,56,"0,3"
2024-09-23 08:30:00,"26,4","53,8",358,"2,56","2,7","2,7","2,7",0,593,"42,1",29,0,0,0,no ventilation,1720,"21,3",79,9,16,56,"0,3"
2024-09-23 08:35:00,"26,4","53,8",351,"2,42","2,56","2,56","2,56",0,594,"41,5",28,0,0,0,no ventilation,1725,"21,3",79,9,16,56,"0,3"
2024-09-23 08:40:00,"26,4","53,8",353,"2,43","2,57","2,57","2,57",0,592,"41,6",27,0,0,0,no ventilation,1730,"21,3",79,9,16,56,"0,3"
2024-09-23 08:45:00,"26,4","53,8",356,"2,41","2,55","2,55","2,55",0,593,"40,7",28,0,0,0,no ventilation,1735,"21,3",79,9,16,56,"0,3"
2024-09-23 08:50:00,"26,4","53,8",355,"2,61","2,76","2,76","2,76",0,595,"41,7",27,0,0,0,no ventilation,1740,"21,3",79,9,16,56,"0,3"
2024-09-23 08:55:00,"26,4","53,8",358,"2,46","2,6","2,6","2,6",0,594,38,28,0,0,0,no ventilation,1745,"21,3",79,9,16,56,"0,3"
2024-09-23 09:00:00,"26,4","53,8",358,"2,39","2,53","2,53","2,53",0,594,"44,9",27,0,0,0,no ventilation,1750,"22,2",74,9,17,41,"0,2"
2024-09-23 09:05:00,"26,4","53,8",361,"2,59","2,74","2,74","2,74",0,594,"40,8",28,0,0,0,no ventilation,1755,"22,2",74,9,17,41,"0,2"
2024-09-23 09:10:00,"26,5","53,8",361,"2,48","2,62","2,62","2,62",0,594,"45,1",27,0,0,0,no ventilation,1760,"22,2",74,9,17,41,"0,2"
2024-09-23 09:15:00,"26,5","53,8",360,"2,47","2,61","2,61","2,61",0,593,"42,8",28,0,0,0,no ventilation,1765,"22,2",74,9,17,41,"0,2"
2024-09-23 09:20:00,"26,5","53,6",360,"2,52","2,67","2,67","2,67",0,594,"40,3",27,0,0,0,no ventilation,1770,"22,2",74,9,17,41,"0,2"
